Q6GZX4 001R_FRG3G
Q9H772 GREM2_HUMAN
O88273 GREM2_MOUSE
A5HEG9 GRF10_MAIZE
Q6EPP9 GRF10_ORYSJ
Q6AWX8 GRF11_ORYSJ
Q6AWX7 GRF12_ORYSJ
O81001 GRF1_ARATH
A0A060D764 GRF1_MAIZE
A2XA73 GRF1_ORYSI
Q6AWY8 GRF1_ORYSJ
Q8L8A8 GRF2_ARATH
Q6AWY7 GRF2_ORYSJ
Q9SJR5 GRF3_ARATH
Q6AWY6 GRF3_ORYSJ
Q8L8A7 GRF4_ARATH
Q6ZIK5 GRF4_ORYSJ
Q8L8A6 GRF5_ARATH
Q6AWY4 GRF5_ORYSJ
Q9ZQ12 GRF6_ARATH
Q6AWY3 GRF6_ORYSJ
Q9FJB8 GRF7_ARATH
Q6AWY2 GRF7_ORYSJ
Q9SU44 GRF8_ARATH
Q6AWY1 GRF8_ORYSJ
Q8S9M3 GRF9_ARATH
Q9FRG8 GRF9_ORYSJ
Q8V307 GRFA_CAMPM
Q776B5 GRFA_CAMPS
P08072 GRFA_MYXVL
Q6RZT5 GRFA_RABPU
P08441 GRFA_RFVKA
P84801 GRFIN_GRISQ
P22151 GRG1_NEUCR
Q9ZR12 GRH1_ARATH
Q04410 GRH1_YEAST
Q9NZI5 GRHL1_HUMAN
Q921D9 GRHL1_MOUSE
Q5RAR8 GRHL1_PONAB
Q5EY87 GRHL1_XENLA
Q6ISB3 GRHL2_HUMAN
Q8K5C0 GRHL2_MOUSE
Q5M7R9 GRHL2_XENTR
Q8TE85 GRHL3_HUMAN
Q5FWH3 GRHL3_MOUSE
Q5PPL8 GRHL3_XENLA
Q6GL65 GRHL3_XENTR
A0A0A7DNP6 GRHLP_RUDPH
Q9UBQ7 GRHPR_HUMAN
Q91Z53 GRHPR_MOUSE
Q9M4H4 GRI22_VITVI
P42261 GRIA1_HUMAN
Q38PU8 GRIA1_MACFA
P23818 GRIA1_MOUSE
P19490 GRIA1_RAT
P42262 GRIA2_HUMAN
Q38PU7 GRIA2_MACFA
P23819 GRIA2_MOUSE
Q5R4M0 GRIA2_PONAB
P19491 GRIA2_RAT
P42263 GRIA3_HUMAN
Q38PU6 GRIA3_MACFA
Q9Z2W9 GRIA3_MOUSE
P19492 GRIA3_RAT
P48058 GRIA4_HUMAN
Q38PU5 GRIA4_MACFA
Q9Z2W8 GRIA4_MOUSE
P19493 GRIA4_RAT
Q9ULK0 GRID1_HUMAN
Q61627 GRID1_MOUSE
Q62640 GRID1_RAT
Q68Y21 GRID2_DANRE
O43424 GRID2_HUMAN
Q61625 GRID2_MOUSE
Q63226 GRID2_RAT
B1VTI4 GRIE_STRGG
Q6DGJ1 GRIFN_DANRE
A4D1Z8 GRIFN_HUMAN
Q9D1U0 GRIFN_MOUSE
O88644 GRIFN_RAT
B1VTI5 GRIF_STRGG
B1VTI7 GRIH_STRGG
A0JC76 GRIH_STRGR
B1VTI8 GRII_STRGG
A0JC77 GRII_STRGR
Q93V58 GRIK1_ARATH
P39086 GRIK1_HUMAN
Q38PU4 GRIK1_MACFA
Q60934 GRIK1_MOUSE
P22756 GRIK1_RAT
Q5HZ38 GRIK2_ARATH
Q13002 GRIK2_HUMAN
Q38PU3 GRIK2_MACFA
P39087 GRIK2_MOUSE
P42260 GRIK2_RAT
Q91755 GRIK2_XENLA
Q13003 GRIK3_HUMAN
Q38PU2 GRIK3_MACFA
B1AS29 GRIK3_MOUSE
P42264 GRIK3_RAT
Q16099 GRIK4_HUMAN
Q8BMF5 GRIK4_MOUSE
Q5IS46 GRIK4_PANTR
Q01812 GRIK4_RAT
Q16478 GRIK5_HUMAN
Q61626 GRIK5_MOUSE
Q63273 GRIK5_RAT
Q24570 GRIM_DROME
Q7Z2K8 GRIN1_HUMAN
Q3UNH4 GRIN1_MOUSE
Q9PWA3 GRIN2_CHICK
O60269 GRIN2_HUMAN
Q6ZVF9 GRIN3_HUMAN
Q8BWS5 GRIN3_MOUSE
Q9Y3R0 GRIP1_HUMAN
Q925T6 GRIP1_MOUSE
P97879 GRIP1_RAT
Q9C0E4 GRIP2_HUMAN
Q9WTW1 GRIP2_RAT
A8E0R9 GRIP2_XENLA
Q9LJP1 GRIP4_ARATH
Q8S2T0 GRIP_ARATH
A0A0E3URH8 GRIR_STRM4
Q92258 GRISA_PODAS
Q9LNN7 GRI_ARATH
P28327 GRK1_BOVIN
Q622Z7 GRK1_CAEBR
Q09537 GRK1_CAEEL
Q15835 GRK1_HUMAN
Q9WVL4 GRK1_MOUSE
Q63651 GRK1_RAT
Q09639 GRK2_CAEEL
P32298 GRK4_HUMAN
O70291 GRK4_MOUSE
P70507 GRK4_RAT
P43249 GRK5_BOVIN
P34947 GRK5_HUMAN
Q8VEB1 GRK5_MOUSE
Q62833 GRK5_RAT
P43250 GRK6_HUMAN
O70293 GRK6_MOUSE
P97711 GRK6_RAT
Q49HM9 GRK7A_DANRE
B6CZ17 GRK7A_XENLA
Q1XHL7 GRK7B_DANRE
B6CZ18 GRK7B_XENLA
Q8WMV0 GRK7_BOVIN
Q8WTQ7 GRK7_HUMAN
Q9Z2G7 GRK7_ICTTR
Q8WP15 GRK7_PIG
P42287 GRK_DROME
Q17QE3 GRL1A_BOVIN
P0CAP2 GRL1A_HUMAN
Q6P6I6 GRL1A_MOUSE
Q5REC6 GRL1A_PONAB
Q91XQ4 GRL1A_RAT
Q55AP1 GRLA_DICDI
Q86HH3 GRLB_DICDI
Q54SH7 GRLC_DICDI
Q54L53 GRLD_DICDI
Q54ET0 GRLE_DICDI
Q54SW3 GRLF_DICDI
Q75JP4 GRLG_DICDI
Q54SH8 GRLH_DICDI
Q75JT4 GRLJ_DICDI
Q1ZXQ7 GRLK_DICDI
Q54U89 GRLL_DICDI
Q54LG8 GRLM_DICDI
Q54QG7 GRLN_DICDI
Q55AP3 GRLO_DICDI
Q54F54 GRLP_DICDI
Q54K09 GRLQ_DICDI
Q54K11 GRLR_DICDI
Q09630 GRM1_CAEEL
Q13255 GRM1_HUMAN
P97772 GRM1_MOUSE
P23385 GRM1_RAT
Q8IUY3 GRM2A_HUMAN
Q3V3G7 GRM2A_MOUSE
Q96HH9 GRM2B_HUMAN
Q6PEM6 GRM2B_MOUSE
Q5R8N8 GRM2B_PONAB
Q5FVG8 GRM2B_RAT
Q14416 GRM2_HUMAN
Q14BI2 GRM2_MOUSE
P31421 GRM2_RAT
Q14832 GRM3_HUMAN
Q1ZZH1 GRM3_MACFA
Q9QYS2 GRM3_MOUSE
Q5RAL3 GRM3_PONAB
P31422 GRM3_RAT
Q14833 GRM4_HUMAN
Q1ZZH0 GRM4_MACFA
Q68EF4 GRM4_MOUSE
P31423 GRM4_RAT
P41594 GRM5_HUMAN
Q3UVX5 GRM5_MOUSE
P31424 GRM5_RAT
O15303 GRM6_HUMAN
Q5NCH9 GRM6_MOUSE
Q863I4 GRM6_RABIT
P35349 GRM6_RAT
Q14831 GRM7_HUMAN
Q68ED2 GRM7_MOUSE
Q5RDQ8 GRM7_PONAB
P35400 GRM7_RAT
O00222 GRM8_HUMAN
P47743 GRM8_MOUSE
P70579 GRM8_RAT
P91685 GRM_DROME
P24618 GRM_MICEC
P24619 GRM_MICRO
P81013 GRN1_CYPCA
O74791 GRN1_SCHPO
P81014 GRN2_CYPCA
P81015 GRN3_CYPCA
Q9VJ83 GRND_DROME
P28797 GRN_CAVPO
Q54QR7 GRN_DICDI
P28799 GRN_HUMAN
P28798 GRN_MOUSE
P23785 GRN_RAT
P30782 GRO1_RABIT
P47854 GRO2_RABIT
O46676 GROA_BOVIN
O55235 GROA_CAVPO
P09340 GROA_CRIGR
P09341 GROA_HUMAN
P12850 GROA_MOUSE
P14095 GROA_RAT
O46678 GROA_SHEEP
O46677 GROB_BOVIN
O46675 GROG_BOVIN
P16371 GROU_DROME
Q05966 GRP10_BRANA
Q9LY09 GRP17_ARATH
P27483 GRP1_ARATH
P34512 GRP1_CAEEL
P84064 GRP1_CUCME
Q03878 GRP1_DAUCA
P17816 GRP1_HORVU
O95267 GRP1_HUMAN
Q9Z1S3 GRP1_MOUSE
A2ZJC9 GRP1_ORYSI
A3CG83 GRP1_ORYSJ
P11898 GRP1_OXYRB
P09789 GRP1_PETHY
P10495 GRP1_PHAVU
P86966 GRP1_PINMA
P84560 GRP1_POPEU
P86030 GRP1_PSIGU
Q9R1K8 GRP1_RAT
P49310 GRP1_SINAL
Q99069 GRP1_SORBI
P23137 GRP1_TOBAC
Q6NTL4 GRP1_XENLA
A4IJ06 GRP1_XENTR
O48848 GRP23_ARATH
Q32N25 GRP2A_XENLA
Q6DCK3 GRP2B_XENLA
A6N9I4 GRP2_BOVIN
P83775 GRP2_CANAL
Q7LDG7 GRP2_HUMAN
Q9QUG9 GRP2_MOUSE
P27484 GRP2_NICSY
P0C5C7 GRP2_ORYSI
A3C5A7 GRP2_ORYSJ
P10496 GRP2_PHAVU
P86969 GRP2_PINMA
P84976 GRP2_POPEU
P0C643 GRP2_RAT
P49311 GRP2_SINAL
Q99070 GRP2_SORBI
P13230 GRP33_ARTSA
Q9ZSJ6 GRP3S_ARATH
Q9SL15 GRP3_ARATH
P37705 GRP3_DAUCA
Q8IV61 GRP3_HUMAN
P86960 GRP3_PINMA
P84977 GRP3_POPEU
Q1LZ97 GRP4_BOVIN
Q8TDF6 GRP4_HUMAN
Q8BTM9 GRP4_MOUSE
Q8R5I4 GRP4_RAT
Q9LTP5 GRP5_ARATH
Q3ZCH0 GRP75_BOVIN
P99502 GRP75_CANLF
Q5ZM98 GRP75_CHICK
O35501 GRP75_CRIGR
P38646 GRP75_HUMAN
P86233 GRP75_MESAU
P38647 GRP75_MOUSE
Q5R511 GRP75_PONAB
P48721 GRP75_RAT
P37704 GRP7_DAUCA
P37703 GRP9_DAUCA
Q45131 GRPA_BACPE
P10979 GRPA_MAIZE
Q09134 GRPA_MEDSF
P08568 GRPA_RAT
Q45133 GRPB_BACPE
P08462 GRPB_RAT
Q3SZC1 GRPE1_BOVIN
P57340 GRPE1_BUCAI
Q8K9R7 GRPE1_BUCAP
Q89AN1 GRPE1_BUCBP
Q9HAV7 GRPE1_HUMAN
Q99LP6 GRPE1_MOUSE
Q5RA81 GRPE1_PONAB
P97576 GRPE1_RAT
Q82EX8 GRPE1_STRAW
Q0P5N5 GRPE2_BOVIN
P57281 GRPE2_BUCAI
Q8K9V9 GRPE2_BUCAP
Q89AS0 GRPE2_BUCBP
Q8TAA5 GRPE2_HUMAN
O88396 GRPE2_MOUSE
Q5R435 GRPE2_PONAB
Q826F5 GRPE2_STRAW
Q8L399 GRPE_ACHLA
A9NFN7 GRPE_ACHLI
A1TLI0 GRPE_ACIAC
Q6F6N4 GRPE_ACIAD
B7H316 GRPE_ACIB3
B7IBK6 GRPE_ACIB5
B2HZZ8 GRPE_ACIBC
A3M8W8 GRPE_ACIBT
B0V5U3 GRPE_ACIBY
C1F924 GRPE_ACIC5
B9MDJ6 GRPE_ACIET
B7J7Y0 GRPE_ACIF2
B5ENA4 GRPE_ACIF5
A1WAR5 GRPE_ACISJ
A3MZ85 GRPE_ACTP2
B3H0M9 GRPE_ACTP7
B0BTB9 GRPE_ACTPJ
A6VMQ9 GRPE_ACTSZ
A0KMI7 GRPE_AERHH
A4SQ26 GRPE_AERS4
P63187 GRPE_AGRFC
B9JZG5 GRPE_AGRVS
Q0VST7 GRPE_ALCBS
Q5E3A5 GRPE_ALIF1
B5FA13 GRPE_ALIFM
B6EKA3 GRPE_ALISL
Q0A7E2 GRPE_ALKEH
A8MG50 GRPE_ALKOO
B7GKC7 GRPE_ANOFW
O66745 GRPE_AQUAE
A8EWT7 GRPE_ARCB4
Q5P1H4 GRPE_AROAE
Q75C01 GRPE_ASHGO
Q2NK66 GRPE_AYWBP
A1K4C6 GRPE_AZOSB
C1DFM4 GRPE_AZOVD
Q81LS1 GRPE_BACAN
B7JN40 GRPE_BACC0
Q730M0 GRPE_BACC1
B7IYG8 GRPE_BACC2
B7HCU1 GRPE_BACC4
B7HPL4 GRPE_BACC7
A7GT09 GRPE_BACCN
Q818E8 GRPE_BACCR
Q634M6 GRPE_BACCZ
Q5LED3 GRPE_BACFN
Q64VI6 GRPE_BACFR
Q9KD73 GRPE_BACHD
Q6HDK6 GRPE_BACHK
Q65H53 GRPE_BACLD
A8FFD3 GRPE_BACP2
Q5WHG2 GRPE_BACSK
P15874 GRPE_BACSU
Q8A8C4 GRPE_BACTN
A7Z6W2 GRPE_BACVZ
A1UUC9 GRPE_BARBK
Q6G563 GRPE_BARHE
Q6G1E4 GRPE_BARQU
A9ILE9 GRPE_BART1
Q1LSM6 GRPE_BAUCH
Q6MGQ3 GRPE_BDEBA
B2IDD9 GRPE_BEII9
B8DT61 GRPE_BIFA0
A1A3P4 GRPE_BIFAA
Q8G6W2 GRPE_BIFLO
Q7VRQ6 GRPE_BLOFL
Q492C7 GRPE_BLOPB
Q2KW99 GRPE_BORA1
Q0SMY9 GRPE_BORAP
Q661A2 GRPE_BORBP
Q7WGI2 GRPE_BORBR
P28609 GRPE_BORBU
B7J283 GRPE_BORBZ
B2S0M1 GRPE_BORHD
Q7W517 GRPE_BORPA
A9IGC0 GRPE_BORPD
Q7VVY0 GRPE_BORPE
Q79V15 GRPE_BRADU
C0QX60 GRPE_BRAHW
A4YJR1 GRPE_BRASO
Q9LCQ6 GRPE_BRECH
A9M7B6 GRPE_BRUC2
Q8YEV0 GRPE_BRUME
A5VNA6 GRPE_BRUO2
B0CJ30 GRPE_BRUSI
Q8G2Y6 GRPE_BRUSU
Q1BYX5 GRPE_BURCA
B1JW17 GRPE_BURCC
A0K4S6 GRPE_BURCH
B4EDZ4 GRPE_BURCJ
Q39JD0 GRPE_BURL3
A9AGC0 GRPE_BURM1
A3MNA1 GRPE_BURM7
A2S567 GRPE_BURM9
Q62HD3 GRPE_BURMA
A1V0U4 GRPE_BURMS
A3NYX9 GRPE_BURP0
Q3JP08 GRPE_BURP1
A3ND70 GRPE_BURP6
Q63R45 GRPE_BURPS
Q2SYZ6 GRPE_BURTA
A4JBR9 GRPE_BURVG
Q18421 GRPE_CAEEL
Q8RB69 GRPE_CALS4
A7ZEB6 GRPE_CAMC1
A7GXU2 GRPE_CAMC5
A0RPW8 GRPE_CAMFF
A8FLH1 GRPE_CAMJ8
A7H485 GRPE_CAMJD
O69297 GRPE_CAMJE
Q5HV34 GRPE_CAMJR
B9KCH1 GRPE_CAMLR
Q6FPH2 GRPE_CANGA
Q3AF09 GRPE_CARHZ
B0T367 GRPE_CAUSK
P0CAV1 GRPE_CAUVC
B8GXP4 GRPE_CAUVN
Q11B39 GRPE_CHESB
Q8GH80 GRPE_CHLAB
Q824B1 GRPE_CHLCV
Q253K2 GRPE_CHLFF
P23575 GRPE_CHLMU
B3QPW9 GRPE_CHLP8
B3EPC6 GRPE_CHLPB
A4SFR6 GRPE_CHLPM
Q9Z849 GRPE_CHLPN
B0B7W5 GRPE_CHLT2
B3QTT2 GRPE_CHLT3
Q3KLV8 GRPE_CHLTA
B0BC30 GRPE_CHLTB
Q8KCD7 GRPE_CHLTE
P36424 GRPE_CHLTR
Q1QSW9 GRPE_CHRSD
Q7NXI4 GRPE_CHRVO
P30726 GRPE_CLOAB
A6LRN3 GRPE_CLOB8
Q182F1 GRPE_CLOD6
Q0TNS6 GRPE_CLOP1
Q8XIT0 GRPE_CLOPE
Q0SRE2 GRPE_CLOPS
Q892Q9 GRPE_CLOTE
Q47XI4 GRPE_COLP3
B5Y9H0 GRPE_COPPD
Q6NEZ0 GRPE_CORDI
Q8FM79 GRPE_COREF
A4QHI9 GRPE_CORGB
Q6M259 GRPE_CORGL
A9KG91 GRPE_COXBN
A9N8H5 GRPE_COXBR
Q83C41 GRPE_COXBU
A7MHW7 GRPE_CROS8
Q1LPN6 GRPE_CUPMC
Q473L4 GRPE_CUPPJ
B3R450 GRPE_CUPTR
Q6A661 GRPE_CUTAK
Q6BTP9 GRPE_DEBHA
Q47HK1 GRPE_DECAR
Q9RY24 GRPE_DEIRA
A9BNG4 GRPE_DELAS
B8FGS4 GRPE_DESAL
Q72DW7 GRPE_DESVH
Q54QF9 GRPE_DICDI
A5EYG2 GRPE_DICNV
P48604 GRPE_DROME
A7ZQ54 GRPE_ECO24
B7UH62 GRPE_ECO27
B7MIV1 GRPE_ECO45
B7LDK2 GRPE_ECO55
Q7ABI1 GRPE_ECO57
B5Z231 GRPE_ECO5E
B7NSB2 GRPE_ECO7I
B7MYA6 GRPE_ECO81
B7M983 GRPE_ECO8A
C4ZYN1 GRPE_ECOBW
B1XBT4 GRPE_ECODH
A8A3C0 GRPE_ECOHS
Q0TEM6 GRPE_ECOL5
Q8FEY9 GRPE_ECOL6
B1IVM0 GRPE_ECOLC
P09372 GRPE_ECOLI
B7N6J9 GRPE_ECOLU
B6I635 GRPE_ECOSE
B1LPC1 GRPE_ECOSM
Q1R8B1 GRPE_ECOUT
Q3YSZ3 GRPE_EHRCJ
Q2GHU0 GRPE_EHRCR
A4WDH8 GRPE_ENT38
Q835R8 GRPE_ENTFA
B2VEC6 GRPE_ERWT9
Q2NAJ5 GRPE_ERYLH
B1YKS8 GRPE_EXIS2
B0TYF1 GRPE_FRAP2
Q14GW8 GRPE_FRAT1
A7NCM8 GRPE_FRATF
Q2A329 GRPE_FRATH
B2SGV9 GRPE_FRATM
A0Q7F1 GRPE_FRATN
Q0BLK5 GRPE_FRATO
Q5NFG6 GRPE_FRATT
P48204 GRPE_FRATU
A4IX27 GRPE_FRATW
Q8RH07 GRPE_FUSNN
Q70WY9 GRPE_FUSNP
B5EC43 GRPE_GEOBB
Q5KWZ6 GRPE_GEOKA
B3E7X0 GRPE_GEOLS
Q39PT6 GRPE_GEOMG
Q59240 GRPE_GEOSE
Q74H60 GRPE_GEOSL
C6E644 GRPE_GEOSM
A4IR32 GRPE_GEOTN
A5GDC7 GRPE_GEOUR
B7KLH9 GRPE_GLOC7
Q7NDP1 GRPE_GLOVI
Q7VMB7 GRPE_HAEDU
P43732 GRPE_HAEIN
B8F790 GRPE_HAEPS
Q0I2Y4 GRPE_HAES1
A1WX32 GRPE_HALHL
Q9HHC2 GRPE_HALMT
B0R3H6 GRPE_HALS3
Q9HRY0 GRPE_HALSA
Q17VY3 GRPE_HELAH
Q7VIE2 GRPE_HELHP
B6JPL1 GRPE_HELP2
B5Z9P1 GRPE_HELPG
Q1CV45 GRPE_HELPH
Q9ZMW3 GRPE_HELPJ
B2URT9 GRPE_HELPS
P55970 GRPE_HELPY
A4G8D3 GRPE_HERAR
B0UT70 GRPE_HISS2
Q31HA8 GRPE_HYDCU
Q0BX02 GRPE_HYPNA
A6T227 GRPE_JANMA
B5XVJ9 GRPE_KLEP3
A6TCM1 GRPE_KLEP7
Q6CRQ1 GRPE_KLULA
Q84BU5 GRPE_LACAC
Q049W5 GRPE_LACDB
B2GBQ4 GRPE_LACF3
Q044B0 GRPE_LACGA
Q74IT5 GRPE_LACJO
Q9CGY9 GRPE_LACLA
P42369 GRPE_LACLM
A9KKU1 GRPE_LACP7
Q88VL9 GRPE_LACPL
A5VJE6 GRPE_LACRD
B2G6W2 GRPE_LACRJ
O87776 GRPE_LACSK
Q8KML7 GRPE_LACSN
Q38W92 GRPE_LACSS
Q1MPH5 GRPE_LAWIP
Q5X3M6 GRPE_LEGPA
A5IDK9 GRPE_LEGPC
Q5ZTY2 GRPE_LEGPH
Q5WV14 GRPE_LEGPL
O32481 GRPE_LEGPN
Q6AC77 GRPE_LEIXX
B0SHT2 GRPE_LEPBA
Q04VC9 GRPE_LEPBJ
Q04Y46 GRPE_LEPBL
B0SRF2 GRPE_LEPBP
B1Y785 GRPE_LEPCP
P61444 GRPE_LEPIC
P61445 GRPE_LEPIN
B1MZG7 GRPE_LEUCK
Q03WI1 GRPE_LEUMM
Q92BN7 GRPE_LISIN
G2K047 GRPE_LISM4
C1KVC1 GRPE_LISMC
Q71ZJ6 GRPE_LISMF
B8DE37 GRPE_LISMH
P0DJM3 GRPE_LISMO
A0AIS5 GRPE_LISW6
O69267 GRPE_LYSSH
Q2VYM5 GRPE_MAGSA
Q8L2F3 GRPE_MEIRU
Q6F148 GRPE_MESFL
Q8TQR3 GRPE_METAC
Q465Y5 GRPE_METBF
Q607A4 GRPE_METCA
Q1H3B7 GRPE_METFK
P0CW11 GRPE_METMA
P0CW10 GRPE_METMZ
B8IJD7 GRPE_METNO
A5UM85 GRPE_METS3
B8ET77 GRPE_METSB
Q9ZFC7 GRPE_METSS
Q2NE66 GRPE_METST
O27350 GRPE_METTH
A0B748 GRPE_METTP
Q7U272 GRPE_MYCBO
A1KFH3 GRPE_MYCBP
C1AK27 GRPE_MYCBT
P71499 GRPE_MYCCT
Q7NBE4 GRPE_MYCGA
P47443 GRPE_MYCGE
Q9CB23 GRPE_MYCLE
Q6KIH8 GRPE_MYCMO
Q6MT05 GRPE_MYCMS
Q73T78 GRPE_MYCPA
Q8EUM5 GRPE_MYCPE
P78017 GRPE_MYCPN
Q98R67 GRPE_MYCPU
A5TZ78 GRPE_MYCTA
P9WMT4 GRPE_MYCTO
P9WMT5 GRPE_MYCTU
P95333 GRPE_MYXXD
Q3IUI1 GRPE_NATPD
Q5F6X1 GRPE_NEIG1
B4RNG7 GRPE_NEIG2
A9M2A3 GRPE_NEIM0
Q9JR00 GRPE_NEIMA
Q7DDM9 GRPE_NEIMB
A1KSH0 GRPE_NEIMF
Q9P5U4 GRPE_NEUCR
Q0AIY2 GRPE_NITEC
O08384 GRPE_NITEU
Q2Y6T9 GRPE_NITMU
Q3J7D7 GRPE_NITOC
A6Q422 GRPE_NITSB
Q3SW78 GRPE_NITWN
Q8YUA7 GRPE_NOSS1
Q2G6M5 GRPE_NOVAD
Q8CXD2 GRPE_OCEIH
A6WVA7 GRPE_OCHA4
Q04EE0 GRPE_OENOB
B6JCI1 GRPE_OLICO
Q6YPM0 GRPE_ONYPE
A6LBD8 GRPE_PARD8
A7HZ43 GRPE_PARL1
B2JGE4 GRPE_PARP8
B2SXC5 GRPE_PARPJ
Q9KWS8 GRPE_PARTM
Q6MB27 GRPE_PARUW
Q145F3 GRPE_PARXL
Q9CNU1 GRPE_PASMU
Q6D8X9 GRPE_PECAS
C6D9J8 GRPE_PECCP
Q03FR8 GRPE_PEDPA
Q3B2T4 GRPE_PELLD
B4SG55 GRPE_PELPB
A1ANV1 GRPE_PELPD
Q9KJU0 GRPE_PEWBP
Q7N1U7 GRPE_PHOLL
Q6LUA8 GRPE_PHOPR
Q6L0S8 GRPE_PICTO
A4SZR9 GRPE_POLAQ
A1VMG3 GRPE_POLNA
B1XRU2 GRPE_POLNS
Q128K3 GRPE_POLSJ
B2RLI9 GRPE_PORG3
Q7MU00 GRPE_PORGI
B4S9D1 GRPE_PROA2
A3PA63 GRPE_PROM0
A2BZB9 GRPE_PROM1
A8G203 GRPE_PROM2
A2C5L7 GRPE_PROM3
A9B9L4 GRPE_PROM4
A2BTV4 GRPE_PROM5
Q31DG8 GRPE_PROM9
Q7VEJ7 GRPE_PROMA
B4F059 GRPE_PROMH
Q7V9C9 GRPE_PROMM
Q7V3Q4 GRPE_PROMP
A2BNE2 GRPE_PROMS
Q46I46 GRPE_PROMT
Q48E61 GRPE_PSE14
Q15UD4 GRPE_PSEA6
A6VCL9 GRPE_PSEA7
B7V1H4 GRPE_PSEA8
Q02FR0 GRPE_PSEAB
Q9HV42 GRPE_PSEAE
Q1IF60 GRPE_PSEE4
Q4KIH2 GRPE_PSEF5
C3K276 GRPE_PSEFS
Q3IKR2 GRPE_PSEHT
A8F851 GRPE_PSELT
A4XYF7 GRPE_PSEMY
A5W9A4 GRPE_PSEP1
Q3KIA1 GRPE_PSEPF
B0KIS6 GRPE_PSEPG
Q88DU1 GRPE_PSEPK
B1J253 GRPE_PSEPW
Q87WN9 GRPE_PSESM
Q4ZNP6 GRPE_PSEU2
A4VPQ6 GRPE_PSEU5
A1STE3 GRPE_PSYIN
Q9L516 GRPE_PSYS1
B2UBP7 GRPE_RALPJ
Q8XW36 GRPE_RALSO
B3PZA4 GRPE_RHIE6
Q2KD99 GRPE_RHIEC
Q1MMC9 GRPE_RHIL3
Q98GQ5 GRPE_RHILO
B5ZMX0 GRPE_RHILW
Q92SK0 GRPE_RHIME
P63188 GRPE_RHIRD
Q7UM95 GRPE_RHOBA
Q21X08 GRPE_RHOFT
Q2J322 GRPE_RHOP2
Q07US4 GRPE_RHOP5
Q6NCY6 GRPE_RHOPA
Q13E58 GRPE_RHOPS
B3Q970 GRPE_RHOPT
Q3IYI4 GRPE_RHOS4
C3PP76 GRPE_RICAE
A8GPC0 GRPE_RICAH
A8GW24 GRPE_RICB8
Q1RIX7 GRPE_RICBR
A8EY32 GRPE_RICCK
Q92GZ5 GRPE_RICCN
Q4UJN5 GRPE_RICFE
Q9ZCT4 GRPE_RICPR
C4K2U3 GRPE_RICPU
Q68WA8 GRPE_RICTY
Q1AXX5 GRPE_RUBXD
A1AXV2 GRPE_RUTMC
Q21H35 GRPE_SACD2
B5QUG9 GRPE_SALEP
B5RD90 GRPE_SALG2
B4TE57 GRPE_SALHS
B4T2B9 GRPE_SALNS
Q5PFG9 GRPE_SALPA
B5BE99 GRPE_SALPK
B4TS61 GRPE_SALSV
Q8XEY8 GRPE_SALTI
Q7CPZ4 GRPE_SALTY
O43047 GRPE_SCHPO
A8GI40 GRPE_SERP5
A1S8D5 GRPE_SHEAM
B8EAU9 GRPE_SHEB2
A3D2B1 GRPE_SHEB5
A6WL03 GRPE_SHEB8
A9KTL2 GRPE_SHEB9
Q12L25 GRPE_SHEDO
Q07ZD3 GRPE_SHEFN
B0TQ37 GRPE_SHEHH
A3QGP0 GRPE_SHELP
Q8EGS0 GRPE_SHEON
A8H6X2 GRPE_SHEPA
A4Y4W9 GRPE_SHEPC
B8CS27 GRPE_SHEPW
A0KZB0 GRPE_SHESA
A8FYL1 GRPE_SHESH
Q0HGL4 GRPE_SHESM
Q0HSW5 GRPE_SHESR
A1RLV4 GRPE_SHESW
B1KQY9 GRPE_SHEWM
B2TYN5 GRPE_SHIB3
Q31XD2 GRPE_SHIBS
Q32CX5 GRPE_SHIDS
Q0T181 GRPE_SHIF8
Q7C0D0 GRPE_SHIFL
Q3YYM5 GRPE_SHISS
A6U5E2 GRPE_SINMW
Q2NS02 GRPE_SODGM
A9GHU4 GRPE_SORC5
A5V5Q2 GRPE_SPHWW
A7X2Y2 GRPE_STAA1
A6U253 GRPE_STAA2
Q2FGE2 GRPE_STAA3
Q2FXZ1 GRPE_STAA8
A5ITA9 GRPE_STAA9
Q2YT46 GRPE_STAAB
Q5HFH9 GRPE_STAAC
A6QHC4 GRPE_STAAE
P63189 GRPE_STAAM
P99086 GRPE_STAAN
Q6GGB9 GRPE_STAAR
Q6G8Y6 GRPE_STAAS
A8Z4C0 GRPE_STAAT
P63191 GRPE_STAAU
Q8NWA9 GRPE_STAAW
B9DNK1 GRPE_STACT
Q5HNW5 GRPE_STAEQ
Q8CP16 GRPE_STAES
Q4L6T1 GRPE_STAHJ
Q49Y23 GRPE_STAS1
Q3K3T3 GRPE_STRA1
Q8E7Q8 GRPE_STRA3
Q8E299 GRPE_STRA5
Q05562 GRPE_STRCO
A8AVA7 GRPE_STRGC
B1VMF2 GRPE_STRGG
B4SSQ5 GRPE_STRM5
B2FMY4 GRPE_STRMK
O06941 GRPE_STRMU
P68892 GRPE_STRP1
Q04LY1 GRPE_STRP2
P0DB48 GRPE_STRP3
B5E231 GRPE_STRP4
Q5XAD5 GRPE_STRP6
C1C5N6 GRPE_STRP7
P63193 GRPE_STRP8
B1IA51 GRPE_STRPI
B8ZLY8 GRPE_STRPJ
Q97S73 GRPE_STRPN
P0DB49 GRPE_STRPQ
